"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.RES:WEO(9.0.0)","DEU.GGR_NGDP.A","OBS_VALUE","Germany","Revenue, General government, Percent of GDP","Annual","Units","45.804","45.918","45.726","45.641","46.620","46.342","44.528","44.158","44.684","43.551","43.496","43.554","43.695","44.162","45.133","43.708","44.450","45.047","45.286","45.240","45.401","45.865","45.877","46.534","46.860","46.734","47.502","46.701","45.652"
"IMF.RES:WEO(9.0.0)","DEU.NID_NGDP.A","OBS_VALUE","Germany","Gross capital formation, Percent of GDP","Annual","Units","24.477","23.460","23.405","24.061","23.758","23.964","22.765","20.152","19.577","19.021","18.736","19.898","20.787","20.887","18.006","19.531","21.267","19.472","19.788","20.139","19.498","19.712","20.691","21.650","21.381","21.729","22.673","23.276","21.994"
"IMF.RES:WEO(9.0.0)","FRA.NGDP_RPCH.A","OBS_VALUE","France","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.457","1.347","2.515","3.466","3.261","4.366","1.843","1.123","0.991","2.524","1.985","2.930","2.485","0.262","-2.731","1.838","2.484","0.230","0.925","1.001","0.998","0.735","2.268","1.593","2.091","-7.603","6.794","2.801","1.619"
"IMF.RES:WEO(9.0.0)","FRA.GGXWDG_NGDP.A","OBS_VALUE","France","Gross debt, General government, Percent of GDP","Annual","Units","57.802","60.595","61.985","62.103","61.420","59.721","59.324","61.255","65.363","66.877","68.188","65.400","65.479","69.819","84.057","86.279","88.748","91.740","94.546","96.140","96.943","98.126","98.722","98.490","98.104","114.907","112.786","111.366","109.623"
"IMF.RES:WEO(9.0.0)","DNK.NID_NGDP.A","OBS_VALUE","Denmark","Gross capital formation, Percent of GDP","Annual","Units","20.645","20.019","22.015","22.600","20.835","22.294","21.749","21.257","20.886","21.646","22.171","24.263","25.231","24.036","19.033","17.822","18.987","19.227","19.352","20.148","20.544","21.681","21.957","22.532","21.886","22.763","23.959","24.777","23.645"
"IMF.RES:WEO(9.0.0)","DNK.NGSD_NGDP.A","OBS_VALUE","Denmark","Gross national savings, Percent of GDP","Annual","Units","20.645","20.019","23.330","22.451","23.365","24.285","25.393","24.254","24.811","25.681","26.224","27.443","26.523","26.901","22.619","24.237","25.333","25.291","26.720","28.550","28.500","28.768","29.280","28.840","29.332","29.989","32.507","35.940","34.650"
"IMF.RES:WEO(9.0.0)","DEU.GGXCNL_NGDP.A","OBS_VALUE","Germany","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-9.437","-3.638","-3.027","-2.650","-1.866","-1.714","-3.125","-4.086","-3.830","-3.421","-3.371","-1.755","0.155","-0.263","-3.176","-4.421","-0.840","-0.054","0.123","0.732","0.915","1.134","1.337","1.883","1.327","-4.380","-3.167","-1.909","-2.494"
"IMF.RES:WEO(9.0.0)","DNK.PCPIPCH.A","OBS_VALUE","Denmark","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.038","2.092","1.933","1.314","2.041","2.751","2.269","2.397","1.961","0.937","1.726","1.844","1.657","3.638","1.042","2.198","2.656","2.354","0.522","0.352","0.226","0.017","1.058","0.709","0.729","0.333","1.944","8.534","3.353"
"IMF.RES:WEO(9.0.0)","DEU.TM_RPCH.A","OBS_VALUE","Germany","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","6.723","4.110","9.326","8.844","8.496","11.066","1.049","-3.091","4.898","5.933","6.267","11.016","6.260","1.191","-10.100","12.231","6.818","0.046","1.904","3.407","4.860","3.641","4.631","5.167","3.486","-8.790","9.207","7.707","-1.036"
"IMF.RES:WEO(9.0.0)","DEU.NGSD_NGDP.A","OBS_VALUE","Germany","Gross national savings, Percent of GDP","Annual","Units","23.408","22.976","23.061","23.563","22.601","22.440","22.591","22.106","21.076","23.536","23.387","25.708","27.459","26.488","23.812","25.275","27.559","26.663","26.499","27.375","27.599","28.621","28.753","30.072","29.254","28.047","29.582","27.087","27.512"
"IMF.RES:WEO(9.0.0)","FRA.PCPIPCH.A","OBS_VALUE","France","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.769","2.079","1.270","0.673","0.577","1.815","1.784","1.937","2.172","2.335","1.888","1.892","1.605","3.161","0.102","1.738","2.287","2.217","0.989","0.611","0.089","0.307","1.166","2.099","1.298","0.527","2.066","5.904","5.663"
"IMF.RES:WEO(9.0.0)","DNK.GGXWDG_NGDP.A","OBS_VALUE","Denmark","Gross debt, General government, Percent of GDP","Annual","Units","71.454","68.316","64.388","60.319","56.789","53.553","50.096","50.320","48.162","46.215","39.360","33.191","29.483","35.539","43.049","46.123","49.986","48.711","47.770","48.712","44.550","41.692","40.153","38.539","38.335","46.278","40.713","34.233","33.791"
"IMF.RES:WEO(9.0.0)","DNK.GGXCNL_NGDP.A","OBS_VALUE","Denmark","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.504","-2.397","-1.219","-0.283","1.064","1.792","1.125","0.252","0.139","2.235","5.202","5.286","5.308","3.462","-2.746","-2.521","-1.766","-3.202","-0.944","1.428","-0.895","0.302","1.689","0.810","4.283","0.363","4.121","3.389","3.430"
"IMF.RES:WEO(9.0.0)","FRA.BCA_NGDPD.A","OBS_VALUE","France","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.459","1.210","3.154","3.122","3.890","1.100","1.582","1.151","0.839","0.535","0.104","0.253","-0.102","-0.694","-0.549","-0.628","-0.857","-2.131","-0.609","-0.912","-0.325","-0.528","-0.546","-0.697","0.597","-2.050","0.277","-1.416","-1.039"
"IMF.RES:WEO(9.0.0)","DEU.GGX_NGDP.A","OBS_VALUE","Germany","Expenditure, General government, Percent of GDP","Annual","Units","55.240","49.557","48.753","48.291","48.487","48.057","47.653","48.244","48.514","46.972","46.867","45.309","43.540","44.425","48.309","48.129","45.290","45.101","45.163","44.508","44.486","44.731","44.540","44.651","45.533","51.114","50.669","48.609","48.146"
"IMF.RES:WEO(9.0.0)","DEU.GGXWDG_NGDP.A","OBS_VALUE","Germany","Gross debt, General government, Percent of GDP","Annual","Units","54.893","57.721","58.826","59.438","60.349","59.239","58.062","59.823","63.344","64.965","67.120","66.397","63.687","65.170","72.362","81.034","78.484","79.835","77.457","74.538","71.184","68.301","63.988","60.758","58.682","68.037","67.991","64.442","62.382"
"IMF.RES:WEO(9.0.0)","DNK.NGDP_RPCH.A","OBS_VALUE","Denmark","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.039","2.900","3.166","2.324","2.971","3.720","0.954","0.454","0.441","2.778","2.357","3.820","0.987","-0.417","-4.978","1.584","1.313","-0.005","1.393","1.278","2.101","3.076","3.056","1.859","1.713","-1.781","6.499","0.444","0.607"
"IMF.RES:WEO(9.0.0)","FRA.GGXCNL_NGDP.A","OBS_VALUE","France","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.105","-3.894","-3.708","-2.390","-1.545","-1.316","-1.416","-3.175","-4.095","-3.555","-3.505","-2.656","-2.990","-3.501","-7.383","-7.159","-5.299","-5.169","-4.936","-4.571","-3.887","-3.763","-3.365","-2.322","-2.392","-8.930","-6.584","-4.737","-5.440"
"IMF.RES:WEO(9.0.0)","FRA.NGSD_NGDP.A","OBS_VALUE","France","Gross national savings, Percent of GDP","Annual","Units","20.647","20.433","22.052","23.253","24.626","22.961","23.098","21.855","21.491","21.900","22.015","22.939","23.467","22.770","20.167","20.709","21.642","19.698","20.911","20.923","21.392","21.070","21.635","21.914","23.623","20.751","23.724","22.604","21.919"
"IMF.RES:WEO(9.0.0)","FRA.GGX_NGDP.A","OBS_VALUE","France","Expenditure, General government, Percent of GDP","Annual","Units","56.047","56.016","55.565","53.977","53.657","52.622","52.821","53.924","54.361","54.000","54.261","53.748","53.631","54.281","57.995","57.718","57.009","57.890","58.589","58.392","57.595","57.379","57.665","56.369","55.345","61.697","59.463","58.429","56.833"
"IMF.RES:WEO(9.0.0)","SWE.GGXWDG_NGDP.A","OBS_VALUE","Sweden","Gross debt, General government, Percent of GDP","Annual","Units","68.693","68.934","67.702","65.400","60.279","50.439","51.986","49.840","49.445","48.666","48.898","43.840","39.199","37.952","41.193","38.593","37.670","37.993","40.777","45.686","44.465","42.883","41.629","39.930","35.780","40.204","37.005","33.911","31.814"
"IMF.RES:WEO(9.0.0)","NLD.NGSD_NGDP.A","OBS_VALUE","Netherlands, The","Gross national savings, Percent of GDP","Annual","Units","27.107","26.996","28.553","25.710","26.470","24.196","24.873","23.287","25.565","27.321","26.698","28.867","28.510","26.151","23.917","26.488","26.990","26.097","26.296","26.303","26.978","26.960","28.267","29.329","28.555","27.044","32.441","29.642","29.503"
"IMF.RES:WEO(9.0.0)","NOR.GGXWDG_NGDP.A","OBS_VALUE","Norway","Gross debt, General government, Percent of GDP","Annual","Units","32.738","28.446","25.757","23.574","24.959","28.668","27.233","33.945","43.078","43.829","42.327","52.587","49.515","47.545","42.544","42.952","29.611","30.890","31.395","29.609","34.270","37.874","38.192","39.349","40.485","46.026","41.573","36.057","44.130"
"IMF.RES:WEO(9.0.0)","NOR.PCPIPCH.A","OBS_VALUE","Norway","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.460","1.263","2.567","2.252","2.366","3.086","3.004","1.287","2.488","0.454","1.532","2.329","0.713","3.754","2.197","2.419","1.285","0.697","2.120","2.042","2.171","3.550","1.875","2.765","2.168","1.287","3.484","5.764","5.518"
"IMF.RES:WEO(9.0.0)","NOR.LUR.A","OBS_VALUE","Norway","Unemployment rate","Annual","Units","4.906","4.833","4.034","3.186","3.172","3.426","3.546","3.889","4.494","4.471","4.616","3.444","2.539","2.747","3.266","3.794","3.364","3.294","3.773","3.617","4.531","4.740","4.216","3.854","3.728","4.595","4.410","3.252","3.595"
"IMF.RES:WEO(9.0.0)","SMR.LUR.A","OBS_VALUE","San Marino, Republic of","Unemployment rate","Annual","Units","","","","","","","3.540","3.921","4.119","3.362","3.560","3.313","3.021","3.114","4.483","4.945","5.469","6.950","8.079","8.739","9.183","8.597","8.095","8.009","7.663","7.342","6.442","5.142","4.220"
"IMF.RES:WEO(9.0.0)","ITA.NGDP_RPCH.A","OBS_VALUE","Italy","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.887","1.525","1.926","1.804","1.678","3.882","2.006","0.270","0.067","1.474","0.762","1.799","1.462","-1.023","-5.305","1.529","0.695","-3.125","-1.818","-0.001","0.886","1.236","1.604","0.827","0.429","-8.868","8.931","4.821","0.715"
"IMF.RES:WEO(9.0.0)","LUX.GGX_NGDP.A","OBS_VALUE","Luxembourg","Expenditure, General government, Percent of GDP","Annual","Units","41.981","42.547","44.155","43.916","41.747","37.975","38.139","41.761","43.336","43.675","43.445","39.401","37.391","37.927","42.696","41.956","41.504","41.814","41.239","40.612","40.366","40.045","41.277","42.318","43.072","47.040","42.407","44.312","46.366"
"IMF.RES:WEO(9.0.0)","LUX.PCPIPCH.A","OBS_VALUE","Luxembourg","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.900","1.156","1.371","0.972","1.021","3.782","2.404","2.056","2.528","3.244","3.761","2.962","2.655","4.092","0.007","2.795","3.728","2.888","1.699","0.694","0.059","0.043","2.113","2.018","1.650","0.008","3.474","8.149","2.927"
"IMF.RES:WEO(9.0.0)","SMR.GGXCNL_NGDP.A","OBS_VALUE","San Marino, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","2.445","3.583","1.507","1.825","0.176","-2.461","-2.238","-4.049","-7.079","-7.741","1.064","-3.324","-0.185","-3.486","-1.556","-0.108","-37.592","-16.418","0.424","-0.724"
"IMF.RES:WEO(9.0.0)","LUX.BCA_NGDPD.A","OBS_VALUE","Luxembourg","Current account balance (credit less debit), Percent of GDP","Annual","Units","12.022","11.565","9.978","8.556","10.771","12.654","8.275","7.609","7.145","7.074","6.938","6.642","6.549","6.129","5.785","5.778","5.640","4.991","3.935","4.095","5.604","7.401","6.443","8.313","8.528","4.918","6.416","6.459","5.511"
"IMF.RES:WEO(9.0.0)","NLD.GGR_NGDP.A","OBS_VALUE","Netherlands, The","Revenue, General government, Percent of GDP","Annual","Units","45.211","45.434","44.106","43.280","44.559","44.346","43.608","42.551","42.560","42.848","42.906","44.003","43.106","44.202","43.367","43.562","43.354","43.809","44.670","44.566","43.417","44.142","44.113","43.938","44.007","44.096","43.635","43.268","43.629"
"IMF.RES:WEO(9.0.0)","ITA.GGXWDG_NGDP.A","OBS_VALUE","Italy","Gross debt, General government, Percent of GDP","Annual","Units","119.088","118.896","116.491","113.887","113.059","108.743","108.513","105.947","105.141","104.742","106.177","106.257","103.463","105.802","116.139","118.756","119.127","125.899","131.852","134.795","134.788","134.240","133.741","134.198","133.898","154.379","145.812","138.345","134.637"
"IMF.RES:WEO(9.0.0)","ITA.PCPIPCH.A","OBS_VALUE","Italy","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","5.387","3.985","1.849","2.031","1.651","2.580","2.324","2.612","2.813","2.257","2.207","2.229","2.025","3.492","0.765","1.620","2.935","3.315","1.245","0.234","0.108","-0.050","1.326","1.243","0.634","-0.145","1.941","8.736","5.903"
"IMF.RES:WEO(9.0.0)","LUX.TX_RPCH.A","OBS_VALUE","Luxembourg","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","4.571","2.271","11.367","11.173","14.251","17.131","6.417","-0.098","2.783","9.232","5.976","12.923","5.128","-0.327","-7.243","10.156","4.388","1.619","6.316","6.516","5.139","5.309","-0.227","3.528","6.038","1.902","11.342","1.470","0.553"
"IMF.RES:WEO(9.0.0)","LUX.NGSD_NGDP.A","OBS_VALUE","Luxembourg","Gross national savings, Percent of GDP","Annual","Units","31.714","31.851","32.325","32.005","34.834","35.213","30.487","28.036","28.455","28.379","28.449","25.646","26.062","26.708","21.968","23.861","24.909","23.743","22.081","23.189","24.562","25.333","25.333","25.308","27.182","22.847","25.104","23.492","21.937"
"IMF.RES:WEO(9.0.0)","ITA.TX_RPCH.A","OBS_VALUE","Italy","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","12.583","1.560","4.931","2.551","-1.029","12.041","2.667","-2.845","-1.236","6.154","3.239","8.184","6.228","-3.279","-17.831","11.552","4.933","1.833","0.248","2.540","3.986","2.338","5.368","2.130","1.226","-13.709","14.085","9.872","0.206"
"IMF.RES:WEO(9.0.0)","ITA.GGX_NGDP.A","OBS_VALUE","Italy","Expenditure, General government, Percent of GDP","Annual","Units","51.447","51.349","49.325","48.004","47.077","46.368","47.132","46.493","46.969","46.667","47.053","47.560","46.600","47.751","51.053","49.799","49.027","50.481","50.901","50.715","50.244","48.980","48.783","48.321","48.424","56.784","56.039","54.931","53.954"
"IMF.RES:WEO(9.0.0)","ITA.BCA_NGDPD.A","OBS_VALUE","Italy","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.073","2.939","2.596","1.651","0.800","-0.272","0.154","-0.496","-0.785","-0.480","-0.880","-1.469","-1.362","-2.723","-1.822","-3.223","-2.742","-0.201","1.030","1.754","1.243","2.461","2.439","2.501","3.157","3.761","2.100","-1.725","0.138"
"IMF.RES:WEO(9.0.0)","ITA.NID_NGDP.A","OBS_VALUE","Italy","Gross capital formation, Percent of GDP","Annual","Units","20.578","19.831","20.013","20.233","20.705","21.324","21.305","22.052","21.580","21.642","21.526","22.360","22.620","22.039","19.702","20.797","20.677","17.970","17.006","17.077","17.281","17.712","18.169","18.661","18.364","17.899","22.001","24.598","22.927"
"IMF.RES:WEO(9.0.0)","NLD.BCA_NGDPD.A","OBS_VALUE","Netherlands, The","Current account balance (credit less debit), Percent of GDP","Annual","Units","5.685","4.762","5.999","2.967","3.499","1.737","2.269","2.322","5.134","7.632","6.631","8.140","5.314","3.937","3.340","6.451","7.078","7.515","7.935","8.596","4.808","7.183","8.052","8.848","6.797","5.692","10.247","6.778","9.423"
"IMF.RES:WEO(9.0.0)","LUX.GGXWDG_NGDP.A","OBS_VALUE","Luxembourg","Gross debt, General government, Percent of GDP","Annual","Units","10.282","10.168","10.062","9.510","8.394","7.494","7.623","7.448","7.435","7.830","7.950","8.205","8.092","14.627","15.285","19.090","18.503","20.849","22.407","21.863","21.133","19.598","21.802","20.870","22.339","24.533","24.185","24.902","24.682"
"IMF.RES:WEO(9.0.0)","LUX.LUR.A","OBS_VALUE","Luxembourg","Unemployment rate","Annual","Units","2.961","3.241","3.302","3.057","2.890","2.400","2.217","2.500","3.292","3.692","4.083","4.233","4.183","4.142","5.483","5.817","5.658","6.099","6.830","7.092","6.648","6.263","5.843","5.110","5.407","6.359","5.739","4.809","5.232"
"IMF.RES:WEO(9.0.0)","SMR.NID_NGDP.A","OBS_VALUE","San Marino, Republic of","Gross capital formation, Percent of GDP","Annual","Units","","","","","","55.535","60.319","65.184","64.851","61.659","61.334","58.625","23.818","25.516","18.791","19.613","15.458","18.639","19.615","16.102","12.086","15.769","19.119","20.609","24.024","18.051","22.235","23.026","16.583"
"IMF.RES:WEO(9.0.0)","ITA.LUR.A","OBS_VALUE","Italy","Unemployment rate","Annual","Units","11.150","11.150","11.242","11.333","10.942","10.100","9.100","8.608","8.450","8.025","7.767","6.867","6.200","6.783","7.875","8.500","8.575","10.892","12.367","12.783","12.017","11.717","11.300","10.600","9.908","9.367","9.525","8.117","7.683"
"IMF.RES:WEO(9.0.0)","LUX.TM_RPCH.A","OBS_VALUE","Luxembourg","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","4.235","5.387","12.605","11.812","14.816","15.012","6.830","-1.489","3.643","9.095","6.148","11.492","2.564","2.181","-9.074","14.253","6.746","1.760","6.229","8.236","5.708","3.752","0.754","3.457","7.446","1.449","13.394","2.405","0.902"
"IMF.RES:WEO(9.0.0)","ITA.TM_RPCH.A","OBS_VALUE","Italy","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","9.554","-0.650","10.504","9.179","4.495","10.897","2.375","0.628","0.745","4.500","3.507","8.090","5.351","-4.115","-13.384","11.983","0.153","-8.161","-2.695","3.614","6.324","3.926","5.817","2.963","-1.125","-12.481","15.952","12.881","-1.582"
"IMF.RES:WEO(9.0.0)","ITA.GGXCNL_NGDP.A","OBS_VALUE","Italy","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.199","-6.608","-2.980","-2.986","-1.775","-2.420","-3.181","-2.880","-3.226","-3.461","-4.099","-3.605","-1.326","-2.584","-5.057","-4.161","-3.524","-2.985","-2.875","-2.819","-2.459","-2.405","-2.509","-2.192","-1.450","-9.379","-8.879","-8.109","-7.239"
"IMF.RES:WEO(9.0.0)","SMR.NGDP_RPCH.A","OBS_VALUE","San Marino, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","","","","7.520","8.998","2.203","5.539","0.315","3.900","4.565","2.426","3.826","7.103","-0.390","-10.158","-5.853","-8.560","-7.249","-0.814","-0.660","2.717","2.314","0.267","1.482","2.023","-6.829","14.500","7.788","0.402"
"IMF.RES:WEO(9.0.0)","LUX.NID_NGDP.A","OBS_VALUE","Luxembourg","Gross capital formation, Percent of GDP","Annual","Units","20.694","21.299","23.440","24.547","25.246","22.559","22.211","20.428","21.310","21.306","21.510","19.004","19.513","20.580","16.183","18.083","19.269","18.752","18.145","19.094","18.958","17.932","18.890","16.995","18.653","17.930","18.688","17.033","16.426"
